rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
RH_fiche_289_,Ref_0289,,,31,=31=,Toulouse,,ARTILECT,,31300,27 bis allée Maurice Sarraut,,27 bis allée Maurice Sarraut 31300 Toulouse,,,ASSOCIATION,,,,43.59377,1.421046,Allée Maurice Sarraut 31300 Toulouse,0.83,street,31555_5816,,Allée Maurice Sarraut,,31300,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_290_,Ref_0290,,,31,=31=,Toulouse,,FABLAB LE PROPULSEUR,ASSOCIATION SCIENCES ANIMATION,31400,39 Allées Jules Guesde,,39 Allées Jules Guesde 31400 Toulouse,,,ASSOCIATION,,,,43.594758,1.450562,39 Allées Jules Guesde 31000 Toulouse,0.88,housenumber,31555_4812_00039,39,Allées Jules Guesde,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_291_,Ref_0291,,,31,=31=,Toulouse,,ETINCELLE COWORKING TOULOUSE,SARL ETINCELLE TOULOUSE,31300,2 rue d'Austerlitz,,2 rue d'Austerlitz 31300 Toulouse,,,SARL,,,05 64 88 01 30 - 06 25 02 44 11,43.605541,1.447462,2 Rue d’Austerlitz 31000 Toulouse,0.87,housenumber,31555_0696_00002,2,Rue d’Austerlitz,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_292_,Ref_0292,,,31,=31=,Toulouse,,Ô LOCAL,NOFOMO,31500,8 impasse Bonnet,,8 impasse Bonnet 31500 Toulouse,,,SAS,,,09 52 91 10 10 - 06 49 88 39 79,43.5995,1.457111,8 Impasse Bonnet 31500 Toulouse,0.97,housenumber,31555_1248_00008,8,Impasse Bonnet,,31500,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_293_,Ref_0293,,,31,=31=,Toulouse,,HARRYCOW,,31000,13 rue Sainte Ursule,,13 rue Sainte Ursule 31000 Toulouse,,,SAS,,,06 75 43 56 69,43.602222,1.442131,13 Rue Sainte Ursule 31000 Toulouse,0.98,housenumber,31555_8076_00013,13,Rue Sainte Ursule,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_294_,Ref_0294,,,31,=31=,Toulouse,,LES IMAGINATIONS FERTILES,,31300,27 bis Allées Maurice Sarraut,,27 bis Allées Maurice Sarraut 31300 Toulouse,,,SCIC,Tiers lieux,,06 75 55 72 08,43.59377,1.421046,Allée Maurice Sarraut 31300 Toulouse,0.78,street,31555_5816,,Allée Maurice Sarraut,,31300,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_295_,Ref_0295,,,31,=31=,Toulouse,,Association Diapason,,31100,7bis rue du cher,,7bis rue du cher 31100 Toulouse,,,Association,Association,,05 61 40 16 64,43.581596,1.406501,Rue du Cher 31100 Toulouse,0.83,street,31555_2012,,Rue du Cher,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_296_,Ref_0296,,,31,=31=,Toulouse,,TO7,,31100,4 bis chemin robert cambert,,4 bis chemin robert cambert 31100 Toulouse,,,Association,,,05 61 44 27 74,43.56857,1.402769,Cheminement Robert Cambert 31100 Toulouse,0.72,street,31555_7530,,Cheminement Robert Cambert,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_297_,Ref_0297,,,31,=31=,Tournefeuille,,Mediatheque Tournefeuille,,31170,3 impasse Max Baylac,,3 impasse Max Baylac 31170 Tournefeuille,,,collectivité territoriale,,,05 62 13 21 78,43.582698,1.347727,3 Impasse Max Baylac 31170 Tournefeuille,0.96,housenumber,31557_2650_00003,3,Impasse Max Baylac,,31170,Tournefeuille,"31, Haute-Garonne, Occitanie",31557,,,
RH_fiche_298_,Ref_0298,,,31,=31=,Tournefeuille,,AGEAH - Maison des Associations Tournefeuille,,31170,27 rue Gaston Doumergue,,27 rue Gaston Doumergue 31170 Tournefeuille,,,Association,,,05 61 06 87 98,43.583582,1.341496,27 Rue Gaston Doumergue 31170 Tournefeuille,0.97,housenumber,31557_1820_00027,27,Rue Gaston Doumergue,,31170,Tournefeuille,"31, Haute-Garonne, Occitanie",31557,,,
RH_fiche_299_,Ref_0299,,,31,=31=,Venerque,,Service Jeunesse Léo Lagrange Venerque,,31810,14 avenue du Mont Frouzi,,14 avenue du Mont Frouzi 31810 Venerque,,,collectivité territoriale,,,,43.433458,1.445644,14 Avenue du Mont Frouzi 31810 Venerque,0.95,housenumber,31572_0109_00014,14,Avenue du Mont Frouzi,,31810,Venerque,"31, Haute-Garonne, Occitanie",31572,,,
RH_fiche_300_,Ref_0300,,,31,=31=,Villemur sur tarn,,France Services - Val Aïgo Villemur-sur-Tarn,Communauté de communes Val'Aïgo,31340,2 avenue Saint Exupéry,,2 avenue Saint Exupéry 31340 Villemur sur tarn,,,collectivité territoriale,,,,43.86082,1.500555,2 Avenue Saint-Exupéry 31340 Villemur-sur-Tarn,0.96,housenumber,31584_0850_00002,2,Avenue Saint-Exupéry,,31340,Villemur-sur-Tarn,"31, Haute-Garonne, Occitanie",31584,,,
RH_fiche_301_,Ref_0301,x,,31,=31=,,,Adens,,,,,,,,Entreprise,,,,,,,,,,,,,,,,,,,
RH_fiche_302_,Ref_0302,x,,31,=31=,,,DigiJeunes,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_303_,Ref_0303,x,,31,=31=,,,centre culturel des chamois,,,,,,,,,Centre social,,,,,,,,,,,,,,,,,,
RH_fiche_304_,Ref_0304,x,,31,=31=,,,Pavillon Sauvages,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_305_,Ref_0305,,,31,=31=,Bagnères de Luchon,,Maison du curiste,,31110,parc des quinconces,,parc des quinconces 31110 Bagnères de Luchon,,,,,,05 61 79 22 22,42.784061,0.59621,Cours des Quinconces 31110 Bagnères-de-Luchon,0.78,street,31042_1120,,Cours des Quinconces,,31110,Bagnères-de-Luchon,"31, Haute-Garonne, Occitanie",31042,,,
RH_fiche_306_,Ref_0306,,,32,=32=,Auch,,Le comptoir solidaire / R2D2 Recyclage et Réemploi pour le Développement Durable,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,,,05 62 05 33 98,43.646132,0.589872,12 Quai des Marronniers 32000 Auch,0.96,housenumber,32013_2890_00012,12,Quai des Marronniers,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_307_,Ref_0307,,,32,=32=,Auch,,Garros Services,,32000,4 bis rue du bourget,,4 bis rue du bourget 32000 Auch,,,,Régie de quartier,,05 62 63 65 39,43.637527,0.592867,4 bis Rue du Bourget 32000 Auch,0.96,housenumber,32013_0870_00004_bis,4 bis,Rue du Bourget,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_308_,Ref_0308,,,32,=32=,Auch,,centre de soin en addictologie,,32000,21 avenur de l'yser,,21 avenur de l'yser 32000 Auch,,,,,,05 62 05 28 68,43.649103,0.593208,21 Avenue de l’Yser 32000 Auch,0.85,housenumber,32013_4560_00021,21,Avenue de l’Yser,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_309_,Ref_0309,,,32,=32=,Auch,,La Dynamo du Gers,GERS DEVELOPPEMENT,32000,6 rue roger salengro,,6 rue roger salengro 32000 Auch,,,ASSOCIATION,,,,43.666191,0.60049,6 Rue Roger Salengro 32000 Auch,0.96,housenumber,32013_3882_00006,6,Rue Roger Salengro,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_310_,Ref_0310,,,31,=31=,Toulouse,,Bas d'immeubles,,31100,3 chemin Vincent d'Indy,,3 chemin Vincent d'Indy 31100 Toulouse,,,Association,,,05 62 14 19 70,43.570219,1.406308,3 Cheminement Vincent d’Indy 31100 Toulouse,0.83,housenumber,31555_8897_00003,3,Cheminement Vincent d’Indy,,31100,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_311_,Ref_0311,,,32,=32=,Auch,,AG2i,,32000,12 quai des marronniers,,12 quai des marronniers 32000 Auch,,,,,,,43.646132,0.589872,12 Quai des Marronniers 32000 Auch,0.96,housenumber,32013_2890_00012,12,Quai des Marronniers,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_312_,Ref_0312,,,32,=32=,Barran,,France Services Val de Gers Antenne de Barran,Communauté de Communes Val de Gers,32350,45 rue du Docteurue G. Demandès,Mairie de Barran,45 rue du Docteurue G. Demandès 32350 Barran,,,collectivité territoriale,,,,43.616542,0.442847,45 Rue du Docteur G Demandes 32350 Barran,0.87,housenumber,32029_0030_00045,45,Rue du Docteur G Demandes,,32350,Barran,"32, Gers, Occitanie",32029,,,
RH_fiche_313_,Ref_0313,,,32,=32=,Berrac,,Gerskali / Gers numérique,,32480,Lieu dit La Peyrigne,,Lieu dit La Peyrigne 32480 Berrac,,,Entreprise,,,06 95 65 88 22,44.020962,0.543422,Au Comp 32480 Berrac,0.33,street,32047_jfxbso,,Au Comp,,32480,Berrac,"32, Gers, Occitanie",32047,,,
RH_fiche_314_,Ref_0314,,,32,=32=,Caupenne d'armagnac,,SYMA DU NOUGAROPOLE,,32110,Route de Caupenne d’armagnac,,Route de Caupenne d’armagnac 32110 Caupenne d'armagnac,,,syndicat mixte,,,06.72.24.16.70,43.77759,-0.045349,Caupenne Vieille 32110 Caupenne-d'Armagnac,0.54,locality,32094_b026,,Caupenne Vieille,,32110,Caupenne-d'Armagnac,"32, Gers, Occitanie",32094,,,
RH_fiche_315_,Ref_0315,,,32,=32=,Cologne,,Association Arcolan,,32430,LD Buguet Route d'Ardizas,,LD Buguet Route d'Ardizas 32430 Cologne,,,Association,Centre social,,05 62 05 13 61,43.717017,0.983648,Le Buguet 32430 Cologne,0.52,street,32106_ofk6bk,,Le Buguet,,32430,Cologne,"32, Gers, Occitanie",32106,,,
RH_fiche_316_,Ref_0316,,,32,=32=,Cologne,,MSAP Cologne,,32430,Route d'Ardizas,,Route d'Ardizas 32430 Cologne,,,,MSAP,,05 62 05 13 61,43.689203,0.91433,Route de Cologne 32430 Touget,0.56,street,32448_0012,,Route de Cologne,,32430,Touget,"32, Gers, Occitanie",32448,,,
RH_fiche_317_,Ref_0317,,,32,=32=,Cologne,,LE SITE,,32430,Route de Sarrant,,Route de Sarrant 32430 Cologne,,,SAS,,,06 08 51 33 42,43.764687,0.934265,Route de Cologne 32120 Sarrant,0.72,street,32416_0055,,Route de Cologne,,32120,Sarrant,"32, Gers, Occitanie",32416,,,
RH_fiche_318_,Ref_0318,,,32,=32=,Condom,,Centre Social de la Ténarèze,,32100,28 rue Gambetta,,28 rue Gambetta 32100 Condom,,,,Centre social,,,43.957361,0.37465,28 Rue Gambetta 32100 Condom,0.96,housenumber,32107_0440_00028,28,Rue Gambetta,,32100,Condom,"32, Gers, Occitanie",32107,,,
RH_fiche_319_,Ref_0319,,,32,=32=,Fleurance,,Bibliothèque municipale,,32500,100 rue Pasteur,,100 rue Pasteur 32500 Fleurance,,,collectivité territoriale,,,05 62 06 18 96,43.850759,0.664174,100 Rue Pasteur 32500 Fleurance,0.96,housenumber,32132_0760_00100,100,Rue Pasteur,,32500,Fleurance,"32, Gers, Occitanie",32132,,,
RH_fiche_320_,Ref_0320,,,32,=32=,Fleurance,,France Services - Fleurance,Commune de Fleurance,32500,62 Rue Adolphe Cadéot,,62 Rue Adolphe Cadéot 32500 Fleurance,,,collectivité territoriale,,,,43.850282,0.661762,62 Rue Adolphe Cadéot 32500 Fleurance,0.96,housenumber,32132_0020_00062,62,Rue Adolphe Cadéot,,32500,Fleurance,"32, Gers, Occitanie",32132,,,
RH_fiche_321_,Ref_0321,,,32,=32=,Fleurance,,FABLAB C.C LOMAGNE GERSOISE - LIR,C.C LOMAGNE GERSOISE,32500,8 Avenue Pierre de Coubertin,,8 Avenue Pierre de Coubertin 32500 Fleurance,,,collectivité territoriale,,,,43.850519,0.665674,8 Avenue Pierre de Coubertin 32500 Fleurance,0.96,housenumber,32132_0768_00008,8,Avenue Pierre de Coubertin,,32500,Fleurance,"32, Gers, Occitanie",32132,,,
RH_fiche_322_,Ref_0322,,,32,=32=,Lamothe Goas,,Mairie,,32500,68 route de Letoure,,68 route de Letoure 32500 Lamothe Goas,,,collectivité territoriale,,,05 62 65 21 72,43.864238,0.558989,68 Route de Lectoure 32500 Lamothe-Goas,0.87,housenumber,32188_dkpznv_00068,68,Route de Lectoure,,32500,Lamothe-Goas,"32, Gers, Occitanie",32188,,,
RH_fiche_323_,Ref_0323,,,32,=32=,Lectoure,,MSAP,,32700,2 cours Gambetta,,2 cours Gambetta 32700 Lectoure,,,,MSAP,,05 62 68 75 47,43.933522,0.626401,2 Cours Gambetta 32700 Lectoure,0.95,housenumber,32208_0541_00002,2,Cours Gambetta,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_324_,Ref_0324,x,,,,,,Télécentre de Lectoure,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_325_,Ref_0325,,à verifier,32,=32=,Lectoure,,Régie rurale de services de Lomagne,,32700,Zi La Couture,,Zi La Couture 32700 Lectoure,,,Association,,,05 62 68 57 78,43.958787,0.606889,Lieu Dit la Couture 32700 Lectoure,0.68,street,32208_ttedgd,,Lieu Dit la Couture,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_326_,Ref_0326,,,32,=32=,Lectoure,,Bibliothèque médiathèque municipale,,32700,rue Saint Gervais,,rue Saint Gervais 32700 Lectoure,,,collectivité territoriale,,,05 62 68 48 32,43.934674,0.623061,Rue Saint Gervais 32700 Lectoure,0.96,street,32208_0940,,Rue Saint Gervais,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_327_,Ref_0327,,,32,=32=,Auch,,Génération Mouvement,,32700,1 place Maréchal Lannes,,1 place Maréchal Lannes 32700 Auch,,,Association,,,05 62 60 19 50,43.636585,0.584939,1 Place du Marechal Lannes 32000 Auch,0.79,housenumber,32013_2841_00001,1,Place du Marechal Lannes,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_328_,Ref_0328,,,32,=32=,Lectoure,,Mairie,,32700,Place du Général de Gaulle,,Place du Général de Gaulle 32700 Lectoure,,,collectivité territoriale,,,05 62 68 70 22,43.933485,0.623772,Place du Général de Gaulle 32700 Lectoure,0.94,locality,32208_0500,,Place du Général de Gaulle,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_329_,Ref_0329,,à vérifier,32,=32=,Lectoure,,France Services - Lectoure,Commune de Lectoure,32700,2 Cours Gambetta,,2 Cours Gambetta 32700 Lectoure,,,collectivité territoriale,,,,43.933522,0.626401,2 Cours Gambetta 32700 Lectoure,0.95,housenumber,32208_0541_00002,2,Cours Gambetta,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_330_,Ref_0330,,,32,=32=,Lectoure,,PEPINIERES D ENTREPRISES DE LOMAGNE,CC LOMAGNE GERSOISE,32700,ZI La Couture,,ZI La Couture 32700 Lectoure,,,collectivité territoriale,,,05.62.29.52.42 - 06.46.71.43.17,43.958787,0.606889,Lieu Dit la Couture 32700 Lectoure,0.68,street,32208_ttedgd,,Lieu Dit la Couture,,32700,Lectoure,"32, Gers, Occitanie",32208,,,
RH_fiche_331_,Ref_0331,,,32,=32=,L’isle Jourdain,,L OURS BRUN,SOCIETE VBR EVENEMENTS,32600,9 Place GAMBETTA,,9 Place GAMBETTA 32600 L’isle Jourdain,,,SARL,,,0680856559 - 06 11 72 24 20,43.614212,1.081982,9 Place Gambetta 32600 L'Isle-Jourdain,0.96,housenumber,32160_0440_00009,9,Place Gambetta,,32600,L'Isle-Jourdain,"32, Gers, Occitanie",32160,,,
RH_fiche_332_,Ref_0332,,,32,=32=,L’isle Jourdain,,A.P.I. en Gascogne,,32600,2 Avenue du Courdé,,2 Avenue du Courdé 32600 L’isle Jourdain,,,,Centre social,,,43.612469,1.088924,2 Avenue du Courde 32600 L'Isle-Jourdain,0.96,housenumber,32160_0291_00002,2,Avenue du Courde,,32600,L'Isle-Jourdain,"32, Gers, Occitanie",32160,,,
RH_fiche_333_,Ref_0333,,,32,=32=,Masseube,,France Services - Val de Gers,Communauté de Communes Val de Gers,32140,16 Avenue Elysée Duffréchou,Ancien couvent,16 Avenue Elysée Duffréchou 32140 Masseube,,,collectivité territoriale,,,,43.427777,0.578462,16 Avenue Elysée Duffréchou 32140 Masseube,0.96,housenumber,32242_0020_00016,16,Avenue Elysée Duffréchou,,32140,Masseube,"32, Gers, Occitanie",32242,,,
RH_fiche_334_,Ref_0334,,,32,=32=,Mauvezin,,Régie Rurale de Services de Fezensaguet,,32120,43 rue Gambetta,,43 rue Gambetta 32120 Mauvezin,,,Association,,,05 62 06 92 80,43.733173,0.880511,43 Rue Gambetta 32120 Mauvezin,0.96,housenumber,32249_0280_00043,43,Rue Gambetta,,32120,Mauvezin,"32, Gers, Occitanie",32249,,,
RH_fiche_335_,Ref_0335,x,,32,=32=,,,Télécentre de Mirande,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_336_,Ref_0336,,,32,=32=,Jégun,,Accueil jeunes coeur de gascogne,,32360,31 place de la bascule,,31 place de la bascule 32360 Jégun,,,,,,,43.757992,0.461012,31 Place de la Bascule 32360 Jegun,0.95,housenumber,32162_0011_00031,31,Place de la Bascule,,32360,Jegun,"32, Gers, Occitanie",32162,,,
RH_fiche_337_,Ref_0337,x,,32,=32=,,,EREF - PIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_338_,Ref_0338,,,32,=32=,Plaisance,,France Services - Plaisance du Gers,La Poste,32160,38 rue de l’Adour,,38 rue de l’Adour 32160 Plaisance,,,,La Poste,,,43.605419,0.045201,38 Rue de l’Adour 32160 Plaisance,0.96,housenumber,32319_0020_00038,38,Rue de l’Adour,,32160,Plaisance,"32, Gers, Occitanie",32319,,,
RH_fiche_339_,Ref_0339,,,32,=32=,Riscle,,Télécentre de Riscle,,32400,,,32400 Riscle,,,,,,,43.638874,-0.077774,Riscle,0.94,municipality,32344,,Riscle,,32400,Riscle,"32, Gers, Occitanie",32344,,,
RH_fiche_340_,Ref_0340,,à vérifier,32,=32=,Saint Clar,,prends toi en main,,32380,Place De La Vieille église,,Place De La Vieille église 32380 Saint Clar,,,Association,,,,43.890557,0.769992,Rue de la Vieille Église 32380 Saint-Clar,0.82,street,32370_0420,,Rue de la Vieille Église,,32380,Saint-Clar,"32, Gers, Occitanie",32370,,,
RH_fiche_341_,Ref_0341,,,32,=32=,Saint-Clar,,Médiathèque de Saint-Clar,,32380,place dastros,,place dastros 32380 Saint-Clar,,,,Centre social,,05 62 07 49 12,43.890659,0.769372,Place Dastros 32380 Saint-Clar,0.95,street,32370_0040,,Place Dastros,,32380,Saint-Clar,"32, Gers, Occitanie",32370,,,
RH_fiche_342_,Ref_0342,,,32,=32=,Samatan,,MSAP Gestes,,32130,15 place des cordeliers,,15 place des cordeliers 32130 Samatan,,,,MSAP,,,43.490675,0.92934,15 Place des Cordeliers 32130 Samatan,0.95,housenumber,32410_0295_00015,15,Place des Cordeliers,,32130,Samatan,"32, Gers, Occitanie",32410,,,
RH_fiche_343_,Ref_0343,,,32,=32=,Samatan,,Centre social Gestes,,32130,15 place des cordeliers,,15 place des cordeliers 32130 Samatan,,,,Centre social,,05 62 07 82 73,43.490675,0.92934,15 Place des Cordeliers 32130 Samatan,0.95,housenumber,32410_0295_00015,15,Place des Cordeliers,,32130,Samatan,"32, Gers, Occitanie",32410,,,
RH_fiche_344_,Ref_0344,,,32,=32=,Samatan,,LE BUREAU SAMATANAIS,SAS LE BUREAU SAMATANAIS,32130,6 rue de la commanderie,,6 rue de la commanderie 32130 Samatan,,,SAS,,,06 33 48 01 17,43.492542,0.931659,6 Rue de la Commanderie 32130 Samatan,0.95,housenumber,32410_0289_00006,6,Rue de la Commanderie,,32130,Samatan,"32, Gers, Occitanie",32410,,,
RH_fiche_345_,Ref_0345,,,32,=32=,Sarrant,,Espace de Vie Sociale LaMIS,,32120,14 rue du milieu,,14 rue du milieu 32120 Sarrant,,,,Centre social,,05 42 54 25 24,43.774131,0.928335,14 Rue du Milieu 32120 Sarrant,0.94,housenumber,32416_0155_00014,14,Rue du Milieu,,32120,Sarrant,"32, Gers, Occitanie",32416,,,
RH_fiche_346_,Ref_0346,,,32,=32=,Seissan,,France Services - Val de Gers Antenne de Seissan,Communauté de Communes Val de Gers,32260,1 Place Carnot,,1 Place Carnot 32260 Seissan,,,collectivité territoriale,,,,43.492681,0.592072,1 Place Carnot 32260 Seissan,0.95,housenumber,32426_0080_00001,1,Place Carnot,,32260,Seissan,"32, Gers, Occitanie",32426,,,
RH_fiche_347_,Ref_0347,,,32,=32=,Simorre,,LE BOUCHE A OREILLE,,32420,Place de la Mairie,,Place de la Mairie 32420 Simorre,,,SCIC SARL,,,05 62 05 52 42,43.449718,0.733991,Rue de la Mairie 32420 Simorre,0.77,locality,32433_0300,,Rue de la Mairie,,32420,Simorre,"32, Gers, Occitanie",32433,,,
RH_fiche_348_,Ref_0348,,,32,=32=,Vic Fezensac,,Vic Accueil,,32190,13 Rue Jean Jaurès,,13 Rue Jean Jaurès 32190 Vic Fezensac,,,,Centre social,,,43.758181,0.306182,13 Rue Jean Jaures 32190 Vic-Fezensac,0.96,housenumber,32462_0920_00013,13,Rue Jean Jaures,,32190,Vic-Fezensac,"32, Gers, Occitanie",32462,,,
RH_fiche_349_,Ref_0349,,,32,=32=,Vic Fezensac,,France Services - Artagnan en Fezensac,Communauté de Communes Artagnan en Fezensac,32190,18 Rue des Cordeliers,,18 Rue des Cordeliers 32190 Vic Fezensac,,,collectivité territoriale,,,,43.757199,0.301708,18 Rue des Cordeliers 32190 Vic-Fezensac,0.96,housenumber,32462_0440_00018,18,Rue des Cordeliers,,32190,Vic-Fezensac,"32, Gers, Occitanie",32462,,,
RH_fiche_350_,Ref_0350,,,32,=32=,Gimont,,Cultures portes de gascogne,,32200,85 rue nationale,BP 15,85 rue nationale 32200 Gimont,,,,,,05 62 67 97 10,43.626069,0.876966,85 Rue Nationale 32200 Gimont,0.96,housenumber,32147_0520_00085,85,Rue Nationale,,32200,Gimont,"32, Gers, Occitanie",32147,,,
RH_fiche_351_,Ref_0351,,,32,=32=,Gimont,,Accueil jeunes de Gimont,,32200,85 rue Nationale,,85 rue Nationale 32200 Gimont,,,,,,05.62.67.70.02,43.626069,0.876966,85 Rue Nationale 32200 Gimont,0.96,housenumber,32147_0520_00085,85,Rue Nationale,,32200,Gimont,"32, Gers, Occitanie",32147,,,
RH_fiche_352_,Ref_0352,,,32,=32=,Auch,,Restos du coeur,Restos du coeur,32000,22 rue Frederico Garcia Lorca,Z.I. de l'Hippodrome,22 rue Frederico Garcia Lorca 32000 Auch,,,,,,05 62 60 07 78,43.672368,0.598561,22 Rue Fédérico Garcia Lorca 32000 Auch,0.9,housenumber,32013_1837_00022,22,Rue Fédérico Garcia Lorca,,32000,Auch,"32, Gers, Occitanie",32013,,,
RH_fiche_353_,Ref_0353,,,65,=65=,Ancizan,,Centre Culturel,,65440,10 rue de l'Arbizon,,10 rue de l'Arbizon 65440 Ancizan,,,,,,05 62 39 92 29,42.873053,0.342376,10 Rue de l’Arbizon 65440 Ancizan,0.94,housenumber,65006_0005_00010,10,Rue de l’Arbizon,,65440,Ancizan,"65, Hautes-Pyrénées, Occitanie",65006,,,
RH_fiche_354_,Ref_0354,,,65,=65=,Argeles Gazost,,Restos du Cœur,Restos du coeur,65400,2 rue de l'Arrieulat,,2 rue de l'Arrieulat 65400 Argeles Gazost,,,Association,,,,43.003162,-0.103378,2 Rue Arrieulat 65400 Argelès-Gazost,0.84,housenumber,65025_0050_00002,2,Rue Arrieulat,,65400,Argelès-Gazost,"65, Hautes-Pyrénées, Occitanie",65025,,,
RH_fiche_355_,Ref_0355,,,65,=65=,Argeles Gazost,,Maison Départementale de Solidarité,Conseil Départemental,65400,1 chemin de l'herbe,,1 chemin de l'herbe 65400 Argeles Gazost,,,Collectivité territoriale,,,05 31 74 37 10,43.007203,-0.092477,1 Chemin de l’Herbe 65400 Argelès-Gazost,0.96,housenumber,65025_0185_00001,1,Chemin de l’Herbe,,65400,Argelès-Gazost,"65, Hautes-Pyrénées, Occitanie",65025,,,
RH_fiche_356_,Ref_0356,,,65,=65=,Argeles Gazost,,Médiathèque Municipale,,65400,1 rue Jean Bourdette,,1 rue Jean Bourdette 65400 Argeles Gazost,,,,,,05 62 97 10 59,43.002749,-0.101873,1 Rue Jean Bourdette 65400 Argelès-Gazost,0.95,housenumber,65025_0190_00001,1,Rue Jean Bourdette,,65400,Argelès-Gazost,"65, Hautes-Pyrénées, Occitanie",65025,,,
RH_fiche_357_,Ref_0357,,,65,=65=,Arreau,,France Services - Arreau,La Poste,65240,4 rue Saint-Exupéry,,4 rue Saint-Exupéry 65240 Arreau,,,,La Poste,,,42.906182,0.358829,4 Rue Saint Exupère 65240 Arreau,0.83,housenumber,65031_0305_00004,4,Rue Saint Exupère,,65240,Arreau,"65, Hautes-Pyrénées, Occitanie",65031,,,
RH_fiche_358_,Ref_0358,,,31,=31=,Ramonville-saint-agne,,Ramonville-saint-agne,,31520,7 rue hermès  Le périscope,,7 rue hermès  Le périscope 31520 Ramonville-saint-agne,,,Entreprise,,,04 84 25 15 16,43.551023,1.484429,7 Rue Hermes 31520 Ramonville-Saint-Agne,0.73,housenumber,31446_0306_00007,7,Rue Hermes,,31520,Ramonville-Saint-Agne,"31, Haute-Garonne, Occitanie",31446,,,
RH_fiche_359_,Ref_0359,,,65,=65=,Arreau,,Restos du Cœur,Restos du coeur,65240,17 grande rue,,17 grande rue 65240 Arreau,,,Association,,,,42.905152,0.358811,17 Grande Rue 65240 Arreau,0.95,housenumber,65031_0300_00017,17,Grande Rue,,65240,Arreau,"65, Hautes-Pyrénées, Occitanie",65031,,,
RH_fiche_360_,Ref_0360,,,65,=65=,Arreau,,médiathèque,,65240,Chateaux des Nestes,,Chateaux des Nestes 65240 Arreau,,,,,,05 62 98 66 94,42.90459,0.357941,Quai de la Neste 65240 Arreau,0.47,street,65031_0268,,Quai de la Neste,,65240,Arreau,"65, Hautes-Pyrénées, Occitanie",65031,,,
RH_fiche_361_,Ref_0361,,,65,=65=,Aspin en Lavedan,,médiathèque de Batsurguère,,65100,3 rue de la Ribère,,3 rue de la Ribère 65100 Aspin en Lavedan,,,,,,05 62 94 79 36 / 06 43 15 36 22,43.076697,-0.046425,3 Rue de la Ribère 65100 Aspin-en-Lavedan,0.95,housenumber,65040_0060_00003,3,Rue de la Ribère,,65100,Aspin-en-Lavedan,"65, Hautes-Pyrénées, Occitanie",65040,,,
RH_fiche_362_,Ref_0362,,,65,=65=,Aureilhan,,bibliothèque Jules Laforgue,,65800,24 avenue Jean Jaurès,,24 avenue Jean Jaurès 65800 Aureilhan,,,,,,05 62 38 91 65,43.237372,0.093539,24 Avenue Jean Jaurès 65800 Aureilhan,0.97,housenumber,65047_0310_00024,24,Avenue Jean Jaurès,,65800,Aureilhan,"65, Hautes-Pyrénées, Occitanie",65047,,,
