rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_30_,Ref_0030,,11,=11=,Saint Marcel sur Aude,,Centre Socioculturel et Familial ‘Les Passerelles’,,11120,107 avenue de Saint Pons,BP 8,107 avenue de Saint Pons 11120 Saint Marcel sur Aude,,,,Centre social,,04 68 42 35 25,lespasserelles@cs-les-passerelles.fr,www.cs-les-passerelles.fr,9h – 12h et 14h – 18h,9h - 12h,9h – 12h et 14h – 18h,9h - 12h,9h - 12h,,,<p><br><ul><li>lundi : 9h – 12h et 14h – 18h</li><li>mardi : 9h - 12h</li><li>mercredi : 9h – 12h et 14h – 18h</li><li>jeudi : 9h - 12h</li><li>vendredi : 9h - 12h</li></ul></p>,Decembre 2019,,,ORDM,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",ACCN,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br></li><br><li><b>infos : </b><br></li></ul></p>",SENS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",COMP,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>","<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel des actions uniquement numériques</p><p><ul><li><b>public : </b><br></li><br><li><b>infos : </b><br></li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>...</li><br><li><b>infos : </b><br></li></ul></p>",MFS,France Services,,,43.251553,2.914701,ORDM-ACCDA-ACCN-SENS-COMP,,,=11=
RH_fiche_31_,Ref_0031,,11,=11=,Salles sur l'hers,,Centre social Energies de la Piège,Castelnaudary Lauragais Audois,11410,9 Rue des Rosiers,,9 Rue des Rosiers 11410 Salles sur l'hers,,,Association,MSAP,,04 68 60 38 98,,https://energiespiege.org/,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,-,,<p><br><ul><li>lundi : 8:30 - 12:00</li><li>mardi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:00 / 13:30 - 17:00</li><li>jeudi : 8:30 - 12:00 / 13:30 - 17:00</li><li>vendredi : 8:30 - 12:00</li><li>samedi : -</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.293559,1.782531,,,,=11=
RH_fiche_32_,Ref_0032,,11,=11=,Sigean,,PIMMS - Corbières Méditerranée,Union Nationale des PIMMS,11130,2 place de la Libération,,2 place de la Libération 11130 Sigean,,,,PIMMS,,04 68 33 51 12,sigean@pimms.org,,14:00 - 17:00,9:00 - 13:00 / 14:00 - 19:00,9:00 - 13:00 / 14:00 - 17:00,14:00 - 17:00,9:00 - 12:00,-,,<p><br><ul><li>lundi : 14:00 - 17:00</li><li>mardi : 9:00 - 13:00 / 14:00 - 19:00</li><li>mercredi : 9:00 - 13:00 / 14:00 - 17:00</li><li>jeudi : 14:00 - 17:00</li><li>vendredi : 9:00 - 12:00</li><li>samedi : -</li></ul></p>,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.0288,2.979497,,,,=11=
RH_fiche_33_,Ref_0033,,11,=11=,Thezan des corbieres,,Espace Public Numérique de la Contrée de Durban-Corbières,,11200,,,11200 Thezan des corbieres,,,,,,,developpementlocal@contree-durban-corbieres.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPN,Espace Public Numérique,,,43.088972,2.78754,,,,=11=
RH_fiche_34_,Ref_0034,,11,=11=,Argens-minervois,,Tiers-lieu « l’oppidum »,,11200,18 Rue de l’ancienne forge,,18 Rue de l’ancienne forge 11200 Argens-minervois,,,,,,06 41 28 46 74,epops-biodiversite@laposte.net,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.242045,2.766108,,,,=11=
RH_fiche_35_,Ref_0035,,11,=11=,CARCASSONNE,,MEDIATHEQUE GRAIN D’SEL,Carcassonne Agglo,11000,Rue Fédou,,Rue Fédou 11000 CARCASSONNE,,,,Médiathèque,,04 68 10 35 50,mediatheque@caracassonne-agglo.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.213793,2.359694,ORD,TP,,=11=
RH_fiche_36_,Ref_0036,,11,=11=,Chalabre,,Maison de Services au Public de Chalabre,La Poste,11230,Bureau de poste Avenue Auguste Cathala,,Bureau de poste Avenue Auguste Cathala 11230 Chalabre,,,,MSAP,,,msap.chalabre@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.984627,2.006816,,,,=11=
RH_fiche_37_,Ref_0037,,11,=11=,Axat,,Maison de Services au Public d’Axat,La Poste,11140,Bureau de poste 1 Place du Jardin public,,Bureau de poste 1 Place du Jardin public 11140 Axat,,,,MSAP,,,msap.axat@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.800938,2.230193,,,,=11=
RH_fiche_38_,Ref_0038,,11,=11=,Belcaire,,Maison de Services au Public de Belcaire,La Poste,11340,Bureau de poste 10 rue de la Poste,,Bureau de poste 10 rue de la Poste 11340 Belcaire,,,,MSAP,,04 68 20 32 76,msap.belcaire@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.816606,1.960823,,,,=11=
RH_fiche_39_,Ref_0039,,11,=11=,Belvèze-du-Razès,,Maison de Services au Public de Belvèze-du-Razès,La Poste,11240,Bureau de poste 27 allée des Platanes,,Bureau de poste 27 allée des Platanes 11240 Belvèze-du-Razès,,,,MSAP,,04 68 69 00 60,msap.belveze-du-razes@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,43.125174,2.097443,,,,=11=
RH_fiche_40_,Ref_0040,,11,=11=,Couiza,,Maison de Services au Public de Couiza,La Poste,11190,Bureau de poste 20 RN Pyrénées,,Bureau de poste 20 RN Pyrénées 11190 Couiza,,,,MSAP,,,msap.couiza@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.944821,2.256038,,,,=11=
RH_fiche_41_,Ref_0041,,11,=11=,Villasavary,,Maison de Services au Public de Villasavary,,11150,42 rue du Barry,,42 rue du Barry 11150 Villasavary,,,,MSAP,,04 68 11 93 95,mairie-de-villasavary@wanadoo.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,43.219841,2.039813,,,,=11=
RH_fiche_42_,Ref_0042,,11,=11=,Narbonne,,Maison des Potes,,11100,5 rue Baudin,,5 rue Baudin 11100 Narbonne,,,Association,,,04 68 65 10 55,mdpnarbonne11@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1851,3.005788,,,,=11=
RH_fiche_43_,Ref_0043,,11,=11=,Narbonne,,L'Arche,,11100,1 rue de l'Orbieu,,1 rue de l'Orbieu 11100 Narbonne,,,Association,,,04 68 41 03 65,arche.narbonne@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.184146,2.980897,,,,=11=
RH_fiche_44_,Ref_0044,,11,=11=,Narbonne,,Centre Social et Culturel NELSON MANDELA,,11100,4 Promenade Emilie Palomo,,4 Promenade Emilie Palomo 11100 Narbonne,,,,Centre social,,04 68 41 77 26,centresocialnarbonne@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.187463,2.985839,,,,=11=
RH_fiche_45_,Ref_0045,,11,=11=,Carcassonne,,Ecole de la seconde chance,,11000,82 Rue Barbacane,,82 Rue Barbacane 11000 Carcassonne,,,,,,04 68 25 56 74,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2084,2.360942,,,,=11=
RH_fiche_46_,Ref_0046,,11,=11=,Narbonne,,MAISON DIGITALE DU CIDFF,,11100,37 avenue des Pyrénées,,37 avenue des Pyrénées 11100 Narbonne,,,,,,04.68.42.51.33,lri.narbonne@cidff.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.182851,2.99778,,,,=11=
RH_fiche_47_,Ref_0047,,11,=11=,Narbonne,,LA BULLE DU WEB (WAW-coworking),,11100,12 Boulevard Gambetta,,12 Boulevard Gambetta 11100 Narbonne,,,,,,09 82 38 35 49,hello@labulleweb.com,,,,,,,,,,Decembre 2019,,,W,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.182401,3.007402,W,,,=11=
RH_fiche_48_,Ref_0048,,11,=11=,Narbonne,,Ecole de la seconde Chance,,11100,1 avenue gustave eiffel,,1 avenue gustave eiffel 11100 Narbonne,,,,,,04 68 40 34 12,crfp.verdegay@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.158696,2.978507,,,,=11=
RH_fiche_49_,Ref_0049,,11,=11=,Caunes-Minervois,,Maison de services au public Caunes-Minervois,,11160,Allée des Raisins,,Allée des Raisins 11160 Caunes-Minervois,,,,MSAP,,,msap.caunes-minervois@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.328414,2.523086,,,,=11=
RH_fiche_50_,Ref_0050,,11,=11=,Durban-Corbières,,Maison de services au public Durban-Corbières,,11360,6 Rue de la Mairie,,6 Rue de la Mairie 11360 Durban-Corbières,,,,MSAP,,,msap.durban-corbieres@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.995533,2.813398,,,,=11=
RH_fiche_51_,Ref_0051,,11,=11=,Palaja,,Médiathèque Municipale de Palaja,,11570,Rue Lô Moral,,Rue Lô Moral 11570 Palaja,,,,Médiathèque,,04 68 79 85 73,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.173202,2.38808,,,,=11=
RH_fiche_52_,Ref_0052,,11,=11=,Alzonne,,Médiathèque d'Alzonne,,11170,Parc Municipal,,Parc Municipal 11170 Alzonne,,,,Médiathèque,,04 68 76 33 02,mediatheque@carcassonne-agglo.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.254495,2.175926,ORD,TP,,=11=
RH_fiche_53_,Ref_0053,,11,=11=,Capendu,,Maison de services au public - Piemont d'Alaric,,11700,2 Rue des Figuères,,2 Rue des Figuères 11700 Capendu,,,,MSAP,,04 68 79 87 01,msap@piemont-alaric.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,43.184142,2.556949,,,,=11=
RH_fiche_54_,Ref_0054,,11,=11=,Capendu,,Le Chai : Espace culturel,,11700,63 Avenue des Anciens Combattants,,63 Avenue des Anciens Combattants 11700 Capendu,,,Association,,,04 68 79 37 91,lechai@piemont-alaric.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.187031,2.551455,,,,=11=
RH_fiche_55_,Ref_0055,,11,=11=,Axat,,Mairie d'Axat,,11140,66 Route Départementale,,66 Route Départementale 11140 Axat,,,collectivité territoriale,,,04 68 20 50 28,mairie.axat@axat.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.80471,2.234378,,,,=11=
RH_fiche_56_,Ref_0056,,11,=11=,Espezel,,Médiathèque du Pays de Sault,,11230,Grand'Rue,,Grand'Rue 11230 Espezel,,,,Médiathèque,,04 68 74 38 93,media.espezel@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.887264,2.04593,,,,=11=
RH_fiche_57_,Ref_0057,,11,=11=,Chalabre,,Bibliothèque Municipale de Chalabre,,11230,4 Rue des Boulangers,,4 Rue des Boulangers 11230 Chalabre,,,,Bibliothèque,,04 68 69 49 06,epn@pyreneesaudoises.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,42.983585,2.006513,ORD,TP,,=11=
RH_fiche_58_,Ref_0058,,11,=11=,Espéraza,,Médiathèque d'Espéraza,,11260,avenue de la gare,,avenue de la gare 11260 Espéraza,,,,Médiathèque,,04 68 74 13 51,bibliotheque_esperaza@Yahoo.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.935292,2.21856,,,,=11=
RH_fiche_59_,Ref_0059,,11,=11=,Villerouge-Termenès,,Maison de services au public POM'S de Villerouge-Termenès,,11330,8 Rue du Couvent,,8 Rue du Couvent 11330 Villerouge-Termenès,,,,MSAP,,04 68 70 00 16,poms.villerouge@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,43.007073,2.627163,,,,=11=
RH_fiche_60_,Ref_0060,,11,=11=,Tuchan,,Maison de services au public Tuchan,,11350,21 rue de la poste,,21 rue de la poste 11350 Tuchan,,,,MSAP,,,msap.tuchan@laposte.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.889484,2.718174,,,,=11=
RH_fiche_61_,Ref_0061,,11,=11=,Trèbes,,Médiathèque de Trèbes,,11800,place de l'hôtel de ville,,place de l'hôtel de ville 11800 Trèbes,,,,Médiathèque,,04 68 78 51 33,bibliotheque-trebes@wanadoo.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.209321,2.442877,,,,=11=
RH_fiche_62_,Ref_0062,,11,=11=,Saint-Laurent de la Cabrerisse,,Médiathèque de Saint-Laurent de la Cabrerisse,,11220,22 avenue de narbonne,,22 avenue de narbonne 11220 Saint-Laurent de la Cabrerisse,,,,Médiathèque,,04 68 33 39 30,mediathequeslc11@orange.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.08489,2.70105,ORD,TP,,=11=
RH_fiche_63_,Ref_0063,,11,=11=,Saint-André de Roquelongue,,Médiathèque Milcom de Saint-André de Roquelongue,,11200,120 rue des écoles,,120 rue des écoles 11200 Saint-André de Roquelongue,,,,Médiathèque,,04 68 45 17 56,mediatheque-st-andre@wanadoo.fr,,,15h-19h,,9h-12h et 17h-19h,,9h-12h,,<p><br><ul><li>mardi : 15h-19h</li><li>jeudi : 9h-12h et 17h-19h</li><li>samedi : 9h-12h</li></ul></p>,Decembre 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.114177,2.837918,ORD,TP,,=11=
RH_fiche_64_,Ref_0064,,11,=11=,Limoux,,Espace Public Numérique de la MLIDR11 Limoux,,11300,5 avenue de la gare,,5 avenue de la gare 11300 Limoux,,,,,,04 68 74 70 90,mli.dr11@wanadoo.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.05643,2.221904,,,,=11=
RH_fiche_65_,Ref_0065,,11,=11=,Laroque de Fa,,Maison de services au public POM'S Laroque de Fa,,11330,6 rue de la mairie,,6 rue de la mairie 11330 Laroque de Fa,,,,MSAP,,04 68 70 08 27,poms.laroquedefa@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.956421,2.564959,,,,=11=
RH_fiche_66_,Ref_0066,,11,=11=,Lanet,,Maison de services au public POM'S de Lanet,,11330,Place de la mairie,,Place de la mairie 11330 Lanet,,,,MSAP,,04 68 70 02 34,poms.lanet@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.964245,2.495449,,,,=11=
RH_fiche_67_,Ref_0067,,11,=11=,Mouthoumet,,ADHCo Centre Social,,11330,23 Rue de la Gare,,23 Rue de la Gare 11330 Mouthoumet,,,,Centre social,,04 68 70 18 50,adhco.developpement@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.960276,2.526948,,,,=11=
RH_fiche_68_,Ref_0068,,11,=11=,Mouthoumet,,Maison de services au public POM'S de Mouthoumet,,11330,12 Rue de la Gare,,12 Rue de la Gare 11330 Mouthoumet,,,,MSAP,,04 68 42 12 95,poms.mouthoumet@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.960276,2.526948,,,,=11=
RH_fiche_69_,Ref_0069,,11,=11=,Félines-Termenès,,Maison de services au public POM'S de Félines-Termenès,,11330,20 Avenue Termenès,,20 Avenue Termenès 11330 Félines-Termenès,,,,MSAP,,,poms.felines@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.989157,2.615493,,,,=11=
RH_fiche_70_,Ref_0070,,11,=11=,Castelnaudary,,Mission Locale Ouest Audois,,11400,53 Boulevard Général Lapasset,,53 Boulevard Général Lapasset 11400 Castelnaudary,,,,Mission locale,,04 68 23 67,accueil.castelnaudary@mloa.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.31948,1.95233,,,,=11=
RH_fiche_71_,Ref_0071,,11,=11=,Castelnaudary,,Médiathèque Georges Canguilhem,,11400,8 Rue du Commandant Raynal,,8 Rue du Commandant Raynal 11400 Castelnaudary,,,,Médiathèque,,04 68 94 58 49,mediatheques@cccla.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.320146,1.949409,ORD,TP,,=11=
RH_fiche_72_,Ref_0072,,11,=11=,Carcassonne,,Espace de co-oworking : L'Alpha'[R],CARCASSONNE AGGLO,11000,20 Rue Claude Chappe,,20 Rue Claude Chappe 11000 Carcassonne,,,,,,,rmine@carcassonne-agglo.fr,,,,,,,,,,Decembre 2019,,,W,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Espace de co-working</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.212161,2.324602,W,,,=11=
RH_fiche_73_,Ref_0073,,11,=11=,Carcassonne,,Ateliers Canopé,,11000,10 Boulevard Omer Sarraut,,10 Boulevard Omer Sarraut 11000 Carcassonne,,,Association,,,,contact.atelier11@reseau-canope.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.216587,2.352707,,,,=11=
RH_fiche_74_,Ref_0074,,11,=11=,Carcassonne,,Point Numérique,Préfecture de l'Aude,11000,52 Rue Jean Bringer,,52 Rue Jean Bringer 11000 Carcassonne,,,,,,04 68 10 27 00,,,,,,,,,,,2020,TP,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.214867,2.353742,ORD,TP-TP,,=11=
RH_fiche_75_,Ref_0075,,11,=11=,Limoux,,Point Numérique,Préfecture de l'Aude,11300,12 rue du palais,,12 rue du palais 11300 Limoux,,,,,,04 68 31 03 50,,,,,,,,,,,,TP,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.054883,2.217804,ORD,TP-TP,,=11=
RH_fiche_76_,Ref_0076,,11,=11=,Vignevieille,,Maison de services au public POM'S de Vignevieille,,11330,6 rue du lavoir,,6 rue du lavoir 11330 Vignevieille,,,,MSAP,,04 68 70 06 81,poms.vignevieille@orange.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.005768,2.524608,,,,=11=
RH_fiche_77_,Ref_0077,,11,=11=,Quillan,,Bibliothèque Municipale de Quillan,,11500,9 Place Raoul de Volontat,,9 Place Raoul de Volontat 11500 Quillan,,,,Bibliothèque,,04 68 31 15 46,epn@pyreneesaudoises.fr,,,,,,,,,,,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,42.875281,2.183676,ORD,TP,,=11=
